,feature,importance,
711,KIAA0252 gene; partial cds,0,
712,KIAA0253 gene; partial cds,0,
713,KIAA0254 gene,0,
714,KIAA0255 gene,0,
715,KIAA0256 gene,0,
716,KIAA0257 gene; partial cds,0,
717,KIAA0258 gene,0,
718,KIAA0259 gene; partial cds,0,
719,KIAA0260 gene; partial cds,0,
720,KIAA0261 gene; partial cds,0,
721,KIAA0262 gene,0,
722,KIAA0263 gene,0,
723,KIAA0264 gene; partial cds,0,
724,KIAA0265 gene; partial cds,0,
725,KIAA0266 gene,0,
747,KIAA0267 gene; partial cds,0,
746,KIAA0268 gene; partial cds,0.007738095,
728,KIAA0269 gene,0,
729,KIAA0270 gene; partial cds,0,
730,KIAA0271 gene,0,
731,KIAA0272 gene; partial cds,0,
732,KIAA0273 gene,0,
733,KIAA0274 gene,0,
734,KIAA0275 gene,0,
735,KIAA0276 gene; partial cds,0,
736,KIAA0277 gene,0,
737,KIAA0278 gene; partial cds,0,
738,KIAA0279 gene; partial cds,0,
739,KIAA0280 gene; partial cds,0,
726,KIAA0281 gene,0,
727,KIAA0282 gene; partial cds,0,
79,KIAA0316 gene,0,
80,KIAA0317 gene,0,
81,KIAA0320 gene; partial cds,0,
5235,KIAA0334 gene,0,
82,KIAA0367 gene; partial cds,0,
83,KIAA0368 gene; partial cds,0,
84,KIAA0382 gene; partial cds,0,
85,KIAA0384 gene,0,
407,Kid (kinesin-like DNA binding protein),0,
4745,Kidney epithelial sodium channel gamma subunit (gamma hENaC) mRNA,0,
596,Kidney mRNA for putative membrane protein with histidine rich charge clusters,0,
5258,Kidney mRNA for zinc-finger DNA-binding protein,0,
3284,Kidney water channel (hKID) mRNA,0,
4872,Kinase A anchor protein,0,
988,Kinase Inhibitor P27kip1; Cyclin-Dependent,0,
3414,Kinase Myt1 (Myt1) mRNA,0,
3216,Kinase suppressor of ras-1 (KSR1) mRNA; partial cds,0,
5081,Kinectin gene,0,
4424,KINESIN HEAVY CHAIN,0,
1202,KINESIN LIGHT CHAIN,0,
4968,Kinesin-2,0,
5408,Kinesin-like spindle protein HKSP (HKSP) mRNA,0,
6548,Kinesin-related protein,0,
235,Kinesin-related protein; partial cds,0,
5764,KIT V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,0,
2433,KLK1 Kallikrein 1 (renal/pancreas/salivary) {alternative products},0,
1694,KLK3 Plasma prekallikrein,0,
1679,KNG gene (kininogen) extracted from Human kininogen gene,0,
1678,KNG gene (kininogen) extracted from Human kininogen gene,0,
3382,KNP-Ia,0,
5677,KNP-Ib,0,
2012,K-ras oncogene protein mRNA,0,
3922,Krit1 mRNA,0,
6661,KRT13 Keratin 13,0,
4104,KRT15 Keratin 15,0,
6247,KRT18 Keratin 18,0,
4937,KRT19 Keratin 19,0,
4103,KRT4 Keratin 4,0,
1804,KRT5 Keratin 5 (epidermolysis bullosa simplex; Dowling-Meara/Kobner/Weber-Cockayne types),0,
6363,KRT8 Keratin 8,0,
5107,KRT9 Keratin 9,0,
6763,Krueppel-related zinc finger protein (H-plk) mRNA,0,
2983,Krueppel-type zinc finger protein (ZNF169) gene; partial cds,0,
3578,Kruppel-related zinc finger protein (ZNF184) mRNA; partial cds,0,
3363,L1CAM gene (neural cell adhesion molecule L1) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM); arginine-vasopressin receptor (AVPR2); C1 p115 (C1); ARD1 N-acetyltransferase related protein (TE2); renin-binding protein (RbP); host cell factor 1 (HCF1); and interleukin-1 receptor-associated kinase (IRAK) genes; and Xq28lu2 gene,0,
5173,L23-related mRNA,0,
6922,L2-9 transcript of unrearranged immunoglobulin V(H)5 pseudogene,0,
4855,L-3-hydroxyacyl-CoA dehydrogenase,0,
5006,L-3-phosphoserine phosphatase,0,
3726,L44L gene (L44-like ribosomal protein) extracted from Human Bruton's tyrosine kinase (BTK); alpha-D-galactosidase A (GLA); L44-like ribosomal protein (L44L) and FTP3 (FTP3) genes,0,
3727,L44L gene (L44-like ribosomal protein) extracted from Human Bruton's tyrosine kinase (BTK); alpha-D-galactosidase A (GLA); L44-like ribosomal protein (L44L) and FTP3 (FTP3) genes,0,
4135,Lactate dehydrogenase B gene exon 1 and 2 (EC 1.1.1.27) (and joined CDS),0,
3197,Ladinin (LAD) mRNA,0,
4222,LAG3 Lymphocyte-activation gene 3,0,
5100,LAMA2 Laminin; alpha 2 (merosin; congenital muscular dystrophy),0.002087912,
2514,LAMA4 Laminin; alpha 4,0,
2101,LAMB1 Laminin B1 chain,0,
6700,LAMB2 Laminin; beta 2 (laminin S),0,
2380,LAMB2 Laminin; beta 2 (laminin S),0,
3049,Lambda/iota-protein kinase C-interacting protein mRNA,0,
2022,LAMC1 Laminin; gamma 1 (formerly LAMB2),0,
6119,Lamin B gene extracted from Human lamin B mRNA,0,
6525,Laminin gamma2 chain gene (LAMC2),0,
3027,Laminin gamma2 chain gene (LAMC2),0,
2846,Laminin S B3 chain (LAMB3) gene,0,
818,Laminin; A Polypeptide,0,
1485,Laminin-related protein (LamA3) mRNA,0,
788,Lamin-Like Protein (Gb:M24732),0,
5283,LAMP1 Lysosome-associated membrane protein 1,0,
5959,LAMP1 Lysosome-associated membrane protein 1,0,
6442,LAMP2 Lysosome-associated membrane protein 2 {alternative products},0,
1259,LAMP2 Lysosome-associated membrane protein 2 {alternative products},0,
5727,LAMR1 Laminin receptor (2H5 epitope),0,
2863,LAMR1 Laminin receptor (2H5 epitope),0,
5868,Landsteiner-Wiener Blood Group Glycoprotein (Lw) (Gb:L27671),0,
2530,LANOSTEROL SYNTHASE,0,
1957,LARGE PROLINE-RICH PROTEIN BAT2,0,
1958,LARGE PROLINE-RICH PROTEIN BAT3,0,
6479,Large-conductance calcium-activated potassium channel (hSlo) mRNA,0,
6420,L-arginine:glycine amidinotransferase,0,
5370,L-arginine:glycine amidinotransferase [human; kidney carcinoma cells; mRNA; 2330 nt],0,
5394,LAR-interacting protein 1a mRNA,0,
5395,LAR-interacting protein 1b mRNA,0,
1030,Latent Membrane Protein Lmp1,0,
6093,LBR Lamin B receptor,0,
4136,LCAT Lecithin-cholesterol acyltransferase,0,
4298,LCAT Lecithin-cholesterol acyltransferase,0,
1335,LCN1 Lipocalin 1 (protein migrating faster than albumin; tear prealbumin),0,
1063,LCP1 Lymphocyte cytosolic protein 1 (L-plastin),0,
4113,LCT Lactase,0,
4027,LDHA Lactate dehydrogenase A,0,
2776,LDHC Lactate dehydrogenase C,0,
5126,LDLC mRNA,0,
1888,LDLR Low density lipoprotein receptor (familial hypercholesterolemia),0,
4137,LDL-receptor related protein,0,
1691,Lecithin-cholesterol acyltransferase mRNA; with 5' and 3' flanking DNA sequences,0,
977,Lectin; Galactoside-Binding; Soluble; 2,0,
768,Lectin-like oxidized LDL receptor,0,
1325,Lectin-like type II integral membrane protein (NKG2-E) mRNA,0,
5645,LEP Leptin (murine obesity homolog),0,
5416,LEP Leptin (murine obesity homolog),0,
5038,LEPR Leptin receptor,0.017275986,
3576,LEPR Leptin receptor,0,
2399,Leucine zipper on the D14S46E locus mRNA,0,
5182,Leucine zipper protein,0,
4867,Leucine-rich primary response protein 1,0,
1391,Leukemia virus receptor 1 (GLVR1) mRNA,0,
1390,Leukemia virus receptor 2 (GLVR2) mRNA,0,
3875,Leukemogenic homolog protein (MEIS1) mRNA,0,
2362,LEUKOCYTE ELASTASE INHIBITOR,0.002073413,
5988,Leukosialin (CD43) gene,0,
6530,Leukotriene b4 receptor,0,
3319,Leukotriene C4 synthase (LTC4S) gene,0,
1129,LGALS1 Ubiquinol-cytochrome c reductase core protein II,0,
1112,LGALS1 Ubiquinol-cytochrome c reductase core protein II,0,
1587,LGALS1 Ubiquinol-cytochrome c reductase core protein II,0,
2042,LGALS3 Lectin; galactoside-binding; soluble; 3 (galectin 3) (NOTE: redefinition of symbol),0,
961,L-Glycerol-3-Phosphate:Nad+ Oxidoreductase,0,
3398,LGN protein mRNA,0,
6343,LHCGR Luteinizing hormone/choriogonadotropin receptor,0,
5490,LI-cadherin,0,
4139,LIF Leukemia inhibitory factor (cholinergic differentiation factor),0,
4366,LIFR Leukemia inhibitory factor receptor,0,
1988,LIG1 Ligase I; DNA; ATP-dependent,0,
4889,Ligase-like protein gene extracted from H.sapiens mRNA for ligase like protein; X-1,0,
3936,LIM domain protein CLP-36 mRNA,0,
6575,LIM protein (LPP) mRNA; partial cds,0,
3310,LIM protein MLP mRNA,0,
5886,Lim-Domain Transcription Factor Lim-1,0,
2746,LIM-homeobox domain protein (hLH-2) mRNA,0,
5593,LIMK1 gene (LIM-kinase1) extracted from Human LIM-kinase1 and alternatively spliced LIM-kinase1 (LIMK1) gene,0,
444,LIMK-2,0,
6360,LIPA Lipase A; lysosomal acid; cholesterol esterase,0,
6359,LIPA Lipase A; lysosomal acid; cholesterol esterase,0,
1897,LIPC Lipase; hepatic,0,
3058,Lipid-activated protein kinase PRK1 mRNA,0.001528736,
6431,Lipid-activated; protein kinase PRK2 mRNA,0.006041667,
796,Lipopolysaccharide-Binding Protein,0,
115,LISCH7 gene (liver-specific bHLH-Zip transcription factor) extracted from Homo sapiens DNA from chromosome 19-cosmid R30879 containing USF2; genomic sequence,0,
3304,Liver 2;4-dienoyl-CoA reductase mRNA,0,
460,Liver mRNA for interferon-gamma inducing factor(IGIF),0,
6456,Liver mRNA fragment DNA binding protein UPI homologue (C-terminus),0,
1317,LKP DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 9 (RNA helicase A),0,
3432,L-kynurenine hydrolase mRNA,0,
5260,LLGL mRNA,0,
5793,LMNA Lamin A,0,
1869,LMO1 LIM domain only 1 (rhombotin 1),0,
4437,LMP2 gene extracted from H.sapiens genes TAP1; TAP2; LMP2; LMP7 and DOB,0,
1782,L-myc gene (L-myc protein) extracted from Human L-myc protein gene,0,
1781,L-myc gene (L-myc protein) extracted from Human L-myc protein gene,0,
2375,LOR Loricrin,0,
3667,LOT1 mRNA,0,
1177,LOW-DENSITY LIPOPROTEIN RECEPTOR PRECURSOR,0,
5754,Lowe Oculocerebrorenal Syndrome Protein,0,
6587,Low-Mr GTP-binding protein (RAB31) mRNA,0,
3468,Low-Mr GTP-binding protein (RAB32) mRNA; partial cds,0,
1347,LOX Lysyl oxidase,0,
6701,LPAP gene,0,
1740,LPL Lipoprotein lipase,0,
4634,Lrp mRNA,0,
5694,LRP1 ATL-derived PMA-responsive (APR) peptide,0,
2140,LRPAP1 Low density lipoprotein-related protein-associated protein 1 (alpha-2-macroglobulin receptor-associated protein 1,0,
1135,L-SERINE DEHYDRATASE,0,
2565,LST1 mRNA; cLST1/E splice variant,0.005701357,
6722,LST1 mRNA; cLST1/E splice variant,0,
1076,LTA4H Leukotriene A4 hydrolase,0,
6048,LTB Lymphotoxin-beta,0,
6884,LTB4H Leukotriene B4 omega hydroxylase (cytochrome P450; subfamily IVF),0.002527094,
5554,LTB4H Leukotriene B4 omega hydroxylase (cytochrome P450; subfamily IVF),0,
5101,LTBP1 Latent transforming growth factor beta binding protein 1,0,
1966,LTBP1 Latent transforming growth factor beta binding protein 1,0,
5138,LTBP2 Latent transforming growth factor beta binding protein 2,0,
4255,LTF Lactotransferrin,0.002165242,
5580,LTG9/MLLT3 mRNA; C-terminal,0,
5243,LTK Leukocyte tyrosine kinase,0,
2359,LTR mRNA; 3' end of coding region and 3' flank,0,
4698,LU gene for Lutheran blood group glycoprotein,0,
2528,L-UBC,0,
2912,LUM Lumican,0,
1798,Lung phospholipase A-2 (PLA-2) mRNA; clone lung-1(hcDNA),0,
5794,Lung Surfactant Protein D,0,
7037,Luteinizing Hormone; Beta Subunit,0,
6585,Ly-6-related protein (9804) gene,0,
1621,Ly-9 mRNA,0,
1823,LYL-1 protein gene,0,
5780,Lymphocyte Antigen Hla-G3,0,
5779,Lymphocyte Antigen Hla-G3,0,
864,Lymphocyte Chemoattractant Factor,0,
5392,Lymphocyte dihydropyrimidine dehydrogenase mRNA,0,
3079,Lymphoid nuclear protein (LAF-4) mRNA,0,
2732,Lymphoid-restricted membrane protein (Jaw1) mRNA,0,
3100,Lymphoid-specific SP100 homolog (LYSP100-A) mRNA,0,
3072,Lymphoma proprotein convertase (LPC) mRNA,0,
432,LYMPHOTACTIN PRECURSOR,0,
1750,Lymphotoxin gene extracted from Human tumor necrosis factor and lymphotoxin genes,0,
1198,LYMPHOTOXIN-BETA RECEPTOR PRECURSOR,0,
1744,LYN V-yes-1 Yamaguchi sarcoma viral related oncogene homolog,0,
3410,Lysophosphatidic acid acyltransferase-alpha mRNA,0,
3411,Lysophosphatidic acid acyltransferase-beta mRNA,0,
3813,Lysophosphatidic acid receptor homolog mRNA,0,
3604,Lysophospholipase homolog (HU-K5) mRNA,0,
4167,Lysosomal acid phosphatase gene (EC 3.1.3.2) Exon 1 (and joined CDS),0,
1321,LYSOSOMAL PRO-X CARBOXYPEPTIDASE PRECURSOR,0,
187,Lysosomal sialoglycoprotein,0,
6610,Lysosomal trafficking regulator (LYST) mRNA; partial cds,0,
6805,Lysozyme gene (EC 3.2.1.17),0.008766234,
3866,Lysyl hydroxylase isoform 2 (PLOD2) mRNA,0,
6082,Lysyl oxidase-like protein gene,0,
3920,Lysyl oxidase-related protein (WS9-14) mRNA,0,
6802,LYZ Lysozyme,0,
6796,LYZ Lysozyme,0,
5975,LYZ Lysozyme,0,
5630,LZTR-1,0,
5085,M130 antigen,0,
5987,M1S1 gene extracted from Human gastrointestinal tumor-associated antigen GA733-1 protein gene; clone 05516,0,
5482,M1S1 Membrane component; chromosome 1; surface marker 1 (40kD glycoprotein; identified by monoclonal antibody GA733),0,
1747,M2 muscarinic acetylcholine receptor gene,0,
1196,M4 protein mRNA,0.002724014,
2365,M6PR Mannose receptor,0,
3135,Mab-21 cell fate-determining protein homolog (CAGR1) mRNA,0,
1303,Mac-2 binding protein mRNA,0,
1045,Mac25,0,
1363,MAC30 mRNA; 3' end,0,
4882,MACH-alpha-2 protein,0,
4881,MACH-alpha-2 protein,0,
803,Macmarcks,0,
5638,MacMarcks mRNA,0,
5536,MACROPHAGE INFLAMMATORY PROTEIN 1-ALPHA PRECURSOR,0,
470,Macrophage lectin 2,0,
1372,Macrophage migration inhibitory factor (MIF) gene,0,
807,Macrophage Scavenger Receptor; Alt. Splice 2,0,
5434,Macrophage-derived chemokine precursor (MDC) mRNA,0,
174,MACS Myristoylated alanine-rich C-kinase substrate,0,
1225,MAD MAD protein (MAX-binding protein),0,
3606,Mad protein homolog (hMAD-2) mRNA,0,
3607,Mad protein homolog (hMAD-3) mRNA,0,
4504,MADER mRNA,0,
150,MAD-related gene SMAD7 (SMAD7) mRNA,0,
3463,Mad-related protein MADR1 mRNA,0,
1899,MAG Myelin-associated glycoprotein,0,
2735,MAGE-10 antigen (MAGE10) gene,0,
2736,MAGE-11 antigen (MAGE11) gene,0,
7076,MAGE-3 antigen (MAGE-3) gene,0,
5275,Mage-4a Antigen,0,
5861,MAGE-4a antigen (MAGE4a) gene,0,
7078,MAGE-5a antigen (MAGE5a) gene,0,
7077,MAGE-5a antigen (MAGE5a) gene,0,
2737,MAGE-8 antigen (MAGE8) gene,0,
3568,MAGE-9 antigen (MAGE9) gene,0,
4742,Major astrocytic phosphoprotein PEA-15,0,
2361,MAJOR GASTROINTESTINAL TUMOR-ASSOCIATED PROTEIN GA733-2 PRECURSOR,0,
2185,MAJOR HISTOCOMPATIBILITY COMPLEX ENHANCER-BINDING PROTEIN MAD3,0,
883,Major Histocompatibility Complex; Class I (Gb:L19693),0,
6789,Major Histocompatibility Complex; Class I (Gb:X12432),0,
7100,Major Histocompatibility Complex; Class I; C (Gb:X58536),0,
7035,Major Histocompatibility Complex; Class I; E (Gb:M20022),0,
7036,Major Histocompatibility Complex; Class I; E (Gb:M21533),0,
6788,Major Histocompatibility Complex; Class Ii Beta W52,0,
6794,Major Histocompatibility Complex; Class Ii; Dr Beta 2 (Gb:X65561),0,
5826,Major Histocompatibility Complex; Class Iii; Rp1; Alt. Splice 1,0,
816,Major Histocompatibility Complex; Dg,0,
829,Major Intrinsic Protein,0,
6898,MALATE OXIDOREDUCTASE,0,
815,Male Enhanced Antigen,0,
751,Male foreskin fibroblast DNA for protein involved in sexual development,0,
3215,Malignant melanoma metastasis-suppressor (KiSS-1) gene; mRNA,0,
3060,Mammaglobin mRNA,0,
1449,MANA2 Alpha mannosidase II isozyme,0.003478261,
539,MANA2 Mannosidase; alpha type II,0,
5832,MANB Mannosidase alpha-B (lysosomal),0,
5451,MANNOSE-BINDING PROTEIN C PRECURSOR,0,
2177,MAOA Monoamine oxidase A,0,
2187,MAOB Monoamine oxidase B,0,
3153,MAP kinase kinase 6 (MKK6) mRNA,0,
3648,MAP kinase kinase MEK5c mRNA,0,
6486,MAP KINASE-ACTIVATED PROTEIN KINASE 2,0,
2764,MAP KINASE-ACTIVATED PROTEIN KINASE 2,0,
6489,MAP1A Microtubule-associated protein 1A,0,
6982,MAP2 Microtubule-associated protein 2,0,
2152,MAP4 Microtubule-associated protein 4,0,
2713,MAPKAP kinase (3pK) mRNA,0.00403183,
5876,MAS1 MAS1 oncogene,0,
4814,MAT8 protein,0,
2982,MAT8 protein,0,
2488,Matk=megakaryocyte-associated tyrosine kinase [human; Genomic; 2617 nt 13 segments],0,
3626,Matrilin-2 precursor mRNA; partial cds,0,
6085,MATRILYSIN PRECURSOR,0,
2129,MATRIN 3,0,
4445,MaTu MN mRNA for p54/58N protein,0,
4446,Max gene extracted from H.sapiens max gene,0,
2945,MaxiK potassium channel beta subunit mRNA,0,
2641,MB-1 gene,0,
5325,MBP Myelin basic protein,0,
6663,MBP1 gene; exon 1 (and joined CDS),0,
4457,MC1R Melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor),0,
2104,MCC Mutated in colorectal cancers,0,
3595,Mch3 isoform alpha (Mch3) mRNA,0,
5253,MCM3 Minichromosome maintenance deficient (S. cerevisiae) 3,0.01,
5624,MCM3 Minichromosome maintenance deficient (S. cerevisiae) 3,0,
4326,MCP Membrane cofactor protein (CD46; trophoblast-lymphocyte cross-reactive antigen),0,
2826,MDA-7 (mda-7) mRNA,0,
267,MDC protein,0,
503,MDH1 Malate dehydrogenase 1; NAD (soluble),0,
2378,MDK Midkine (neurite growth-promoting factor 2),0,
2356,MDM2 Mouse double minute 2; human homolog of; p53-binding protein,0,
141,MDM2-like p53-binding protein (MDMX) mRNA,0,
3207,MDS1B (MDS1) mRNA,0,
1810,MDU1 Antigen identified by monoclonal antibodies 4F2; TRA1.10; TROP4; and T43,0.006875092,
2034,ME2 Malic enzyme 2; mitochondrial,0,
4376,ME491  gene extracted from H.sapiens gene for Me491/CD63 antigen,0.008944444,
6117,MeCP-2 gene,0,
4713,Mediator of receptor-induced toxicity,0,
6572,MEF2A gene (myocyte-specific enhancer factor 2A; C9 form) extracted from Human myocyte-specific enhancer factor 2A (MEF2A) gene; first coding,0,
5299,MEF2C MADS box transcription enhancer factor 2; polypeptide C (myocyte enhancer factor 2C),0,
6039,MEF2C MADS box transcription enhancer factor 2; polypeptide C (myocyte enhancer factor 2C),0,
3615,Meis1-related protein 2 (MRG2); mRNA; partial cds,0,
3745,MEK kinase 3 mRNA,0,
2503,Melanocortin-4 receptor [human; Genomic; 1671 nt],0,
3549,Melanocyte-specific gene 1 (msg1) mRNA,0,
2884,Melanoma antigen p15 mRNA,0,
6920,Melanoma growth stimulatory activity (MGSA),0,
7058,MELANOMA-ASSOCIATED ANTIGEN 12,0,
7059,MELANOMA-ASSOCIATED ANTIGEN 2,0,
4684,MELANOMA-ASSOCIATED ANTIGEN XP,0,
4856,Melanoma-associated chondroitin sulfate proteoglycan (MCSP),0,
2048,Membrane-associated protein (HEM-1) mRNA,0,
6706,Membrane-type matrix metalloproteinase,0,
3971,MEN1 gene (menin) extracted from Human menin (MEN1) gene,0,
3685,Meningioma-expressed antigen 6 (MEA6) mRNA,0,
2733,MEOX1 Homeobox protein mox1,0.001294168,
1707,Mesothelial keratin K7 (type II) mRNA; 3' end,0,
566,MEST Mesoderm specific transcript (mouse) homolog,0,
5322,Metabotropic glutamate receptor 1 alpha (mGluR1alpha) mRNA,0,
6147,Metabotropic glutamate receptor 1 alpha (mGluR1alpha) mRNA,0,
6148,Metabotropic glutamate receptor 1 beta (mGluR1beta) mRNA,0,
6647,Metabotropic glutamate receptor 4 mRNA,0,
3965,Metabotropic glutamate receptor 7 mRNA,0,
3966,Metabotropic glutamate receptor 8 mRNA,0,
100,Metabotropic glutamate receptor 8 mRNA,0,
895,Metallopanstimulin 1,0,
5572,Metalloprotease/disintegrin/cysteine-rich protein precursor (MDC9) mRNA,0.005089286,
5264,Metalloproteinase,0,
5384,METALLOPROTEINASE INHIBITOR 3 PRECURSOR,0,
7090,Metallothionein,0,
6846,Metallothionein I-B gene,0,
7028,Metallothionein isoform 1R,0,
7027,Metallothionein isoform 1R,0,
5934,Metallothionein isoform 2,0,
5933,Metallothionein isoform 2,0,
6843,Metallothionein-Ie gene (hMT-Ie),0,
6844,Metallothionein-If gene (hMT-If),0,
4826,Metaphase chromosmal protein,0,
6560,Metargidin precursor mRNA,0,
3090,Metastasis-associated mta1 mRNA,0,
3679,Methionine synthase mRNA,0,
5491,Methyl CpG binding protein 2,0,
3476,Methyl sterol oxidase (ERG25) mRNA,0,
985,Methylenetetrahydrofolate Reductase,0,
2368,Methylmalonate semialdehyde dehydrogenase gene,0,
2168,Methylmalonyl-CoA mutase (MCM) mRNA,0,
3302,Mevalonate pyrophosphate decarboxylase (MPD) mRNA,0,
2883,MFAP2 Microfibrillar-associated protein 2,0,
1533,MFAP4 Microfibrillar-associated protein 4,0,
1038,Mg44,0,
1039,Mg61 Protein (Gb:L08239),0,
1040,Mg81,0,
2032,MGAT1 N-acetylglucosaminyltransferase I,0,
215,MGAT3 Mannosyl(beta-1;4-)-glycoprotein beta-1;4-N-acetylglucosaminyltransferase,0,
2068,MGF Mast cell growth factor,0,
1912,MGMT 6-O-methylguanine-DNA methyltransferase (MGMT),0,
4246,MGP Matrix protein gla,0,
6006,MHC cell surface glycoprotein (HLA-DQA) mRNA; 3'end,0,
6603,MHC class I molecule (MICB) gene,0,
3529,MHC Class I region proline rich protein mRNA,0,
6322,MHC class II HLA-DP light chain mRNA,0,
6496,MHC CLASS II TRANSACTIVATOR CIITA,0,
6063,MHC class I-related protein mRNA,0,
5061,MHC-encoded proteasome subunit gene LAMP7-E1 gene (proteasome subunit LMP7) extracted from H.sapiens gene for major histocompatibility complex encoded proteasome subunit LMP7,0.006769625,
4712,MIA gene,0,
1745,MIC2 Antigen identified by monoclonal antibodies 12E7; F21 and O13,0,
3117,Microfibril-associated glycoprotein-2 MAGP-2 mRNA,0,
3255,Microsomal aldehyde dehydrogenase (ALD10) mRNA,0,
3713,Microsomal glutathione S-transferase (GST-II) mRNA,0,
2632,Microsomal stress 70 protein ATPase core (stch) mRNA,0,
5410,Microtubule-associated protein 1a (MAP1A) genomic sequence,0,
1012,Microtubule-Associated Protein 1b,0,
6737,MICROTUBULE-ASSOCIATED PROTEIN TAU,0,
5974,MICROTUBULE-ASSOCIATED PROTEIN TAU,0,
6774,Microtubule-Associated Protein Tau; Alt. Splice 3; Exon 8,0,
853,Microtubule-Associated Protein Tau; Alt. Splice 5; Exon 4a,0,
5116,MitF mRNA,0,
1306,Mitochondrial 1;25-dihydroxyvitamin D3 24-hydroxylase mRNA,0,
5245,Mitochondrial 3-ketoacyl-CoA thiolase beta-subunit of trifunctional protein,0,
4086,MITOCHONDRIAL 60S RIBOSOMAL PROTEIN L3,0,
2720,Mitochondrial ATP synthase subunit 9; P3 gene copy; mRNA; nuclear gene encoding mitochondrial protein,0,
4769,Mitochondrial capsule selenoprotein,0,
1558,Mitochondrial carnitine palmitoyltransferase I mRNA,0,
1113,Mitochondrial creatine kinase (CKMT) gene,0,
1531,MITOCHONDRIAL ELONGATION FACTOR TS PRECURSOR,0,
3805,Mitochondrial intermediate peptidase precursor (MIPEP) mRNA; mitochondrial gene encoding mitochondrial protein,0,
3556,Mitochondrial NADH dehydrogenase-ubiquinone Fe-S protein 8; 23 kDa subunit precursor (NDUFS8) nuclear mRNA encoding mitochondrial protein,0,
3696,Mitochondrial RNA polymerase mRNA; nuclear gene encoding mitochondrial protein,0,
2928,Mitochondrial serine hydroxymethyltransferase gene; nuclear encoded mitochondrion protein,0,
217,Mitochondrial short-chain enoyl-CoA hydratase,0,
5301,MITOCHONDRIAL STRESS-70 PROTEIN PRECURSOR,0,
6049,MITOCHONDRIAL STRESS-70 PROTEIN PRECURSOR,0,
6445,Mitogen induced nuclear orphan receptor (MINOR) mRNA,0,
5382,Mitogen induced nuclear orphan receptor (MINOR) mRNA,0,
5092,Mitogen inducible gene mig-2,0,
3592,Mitogen-activated kinase kinase kinase 5 (MAPKKK5) mRNA,0,
3389,Mitogen-responsive phosphoprotein (DOC-2) mRNA,0,
3534,Mitotic centromere-associated kinesin mRNA,0,
3554,Mitotic feedback control protein Madp2 homolog mRNA,0,
4452,MITOTIC KINESIN-LIKE PROTEIN-1,0,
4417,MKI67 Antigen identified by monoclonal antibody Ki-67,0,
2650,MLANA Differentiation antigen melan-A,0,
1827,MLC gene (non-muscle myosin light chain) extracted from Human nonmuscle/smooth muscle alkali myosin light chain gene,0,
2666,MLH1 DNA mismatch repair protein MLH1,0,
4661,MLN137 mRNA,0,
4682,MLN50 mRNA,0,
4641,MLN51 mRNA,0,
4642,MLN62 mRNA,0,
4640,MLN64 mRNA,0,
1753,MLR Mineralocorticoid receptor (aldosterone receptor),0,
1085,MME Membrane metallo-endopeptidase (neutral endopeptidase; enkephalinase; CALLA; CD10),0,
4268,MMP1 Matrix metalloproteinase 1 (interstitial collagenase),0,
4108,MMP10 Matrix metalloproteinase 10 (stromelysin 2),0,
1411,MMP12 Matrix metalloproteinase 12 (macrophage elastase),0,
4552,MMP13 Matrix metalloproteinase 13 (collagenase 3),0,
5681,MMP2 Matrix metalloproteinase 2,0,
5504,MMP2 Matrix metalloproteinase 2,0,
2031,MMP2 Matrix metalloproteinase 2 (gelatinase A; 72kD gelatinase; 72kD type IV collagenase),0,
1137,MMP2 Matrix metalloproteinase 2 (gelatinase A; collagenase type IV),0,
5650,MMP3 Matrix metalloproteinase 3 (stromelysin 1; progelatinase),0,
4072,MMP3 Stromelysin,0,
1152,MMP8 Matrix metalloproteinase 8 (neutrophil collagenase),0,
5488,MN1 mRNA,0,
6704,MN1 protein (clone ICRFp507I0498),0,
2257,MNDA Myeloid cell nuclear differentiation antigen,0,
63,MNK1,0,
324,MOBP Myelin-associated oligodendrocytic basic protein,0,
800,Modulator Recognition Factor 2,0,
2103,Modulator recognition factor I (MRF-1) mRNA; 3' end,0,
2135,MOG Myelin oligodendrocyte glycoprotein,0,
808,Moloney Murine Sarcoma Viral Oncogene Homolog,0,
2624,Monocyte chemoattractant protein 1 receptor (MCP-1RA) alternatively spliced mRNA,0,
3259,Monocyte chemoattractant protein-4 precursor (MCP-4) mRNA,0,
5741,Monocyte Chemotactic Protein 1,0,
4516,MONOCYTE CHEMOTACTIC PROTEIN 3 PRECURSOR,0,
3272,Monocytic leukaemia zinc finger protein (MOZ) mRNA,0,
6505,MOP1 mRNA,0,
3723,MOP5 mRNA; partial cds,0,
4165,Motilin gene exon 2 (and joined CDS),0,
1620,Motor protein,0,
3597,Mouse transaldolase gene mRNA,0,
4686,Mox-2,0,
5189,MPG N-methylpurine-DNA glycosylase,0,
2510,M-PHASE INDUCER PHOSPHATASE 2,0,
4886,M-phase phosphoprotein; mpp11,0,
4887,M-phase phosphoprotein; mpp5,0,
4888,M-phase phosphoprotein; mpp6,0,
4885,M-phase phosphoprotein; mpp9,0,
